Code SAP;Code 6 chiffres;Libellé;Libellé Long;Product Brand;Umbrella Brand;Sous-marque;Marque;Pôle;Cluster;Famille;Product Type;Source;Date de lancement;Date d'arrêt;Multi-affectation Usine;Usine 1;Usine 2;Usine 3;Pays Cial 1;Pays Cial 2;Pays Cial 3;Pays Cial 4;Atelier SAP;Sous_Atelier1 ;Transformable;Nature du stickage;Typologie du stickage;Type de copacking;Produit source;Commentaires2;CE 1;Facilité dégagement;Passage par CE;Délai transport Usine=>Base;Prévisionniste;Forecast Type;Unité de Besoin Cial;Incertit Prev;Code Spécifique ;Code canni 1;Code canni 2;Code canni 3;Code switch;Type Promo;Code produit de référence;Type palette;Nbre UV par caisse;Nbre caisses par couche;Nbre caisses par palette;Poids brut palette;Poids net caisse;Forecast Class;Forecast Unit;EAN 13;Nbre pots par UV;EAN canni
26383;026383;ACTIV4 0% ANAN IT;ACTIVIA 0% ANANAS 125X4 IT;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;718;3;N/A;N/A;8001630005771;4;
26389;026389;ACTIV 8 PRUNE IT;ACTIVIA PRUNE 125X8 IT;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;27-avr-2015;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>ACTIVIA_Export_;N/A;;;;;;;Erreur;Europe;3;9;216;742;3;N/A;N/A;8001630005726;8;
26391;026391;ACTV8 FRT MIX GR;ACTIVIA FRUIT MIX 125X8 GR;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;5-mars-2018;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;5 ACTIVIA;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;3;9;216;722;3;N/A;N/A;8001630005733;8;
26429;026429;ACTIV8 FRT MIX GR;ACTIVIA FRUIT MIXE FIBRE 125X8 IT;ACTIVIA YOGHURT CEREALS/FIBRES;ACTIVIA;Export;EXPORT;;;Export;;Danone France;27-avr-2015;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>ACTIVIA_Export_;N/A;;;;;;;Erreur;Europe;3;9;216;722;3;N/A;N/A;8001630005641;8;
26454;026454;DANET12+4 PANACHE;DANETTE PANACHE 115X12 PLUS 4GT;DANETTE CREME DESSERT;DANETTE;Danette GF;DANETTE;BF;8;Lot;;Danone France;1-mars-2008;1-déc-2099;Non;ST Just (FR); ;F73;FR;;;;Dessert;1 - GF;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_16 LOT;N/A;;90627;90626;;11040;>>> Promo Lot;90627;Europe;2;8;128;543;3,68;N/A;N/A;3033490264543;16;
26667;026667;ACTIV8 GARD FR UK;ACTIVIA FRUIT FRAISE 125 X8 UK;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;12-déc-2016;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;UK;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;108;729;6;N/A;N/A;5060058338536;8;
26950;026950;TAF4 MOUS PE FRAI;TAILLEFINE MOUS PEC FRAI 115X4;TAILLEFINE MOUSSE FROM LIT DE FRUIT;TAILLEFINE;Taf mousses;TAF;;6;FdR;;Import;1-mars-2008;1-déc-2099;Non;Rosenheim (ALL); ;F9270;FR;;;;IMPORT;TAF Mousse;NON;;;;;;CE Chapo;N/A;Oui;N/A;Nicolas;N/A;>>TAF_MOUSSE FROM_4 FDR;N/A;;;;;;>>> Promo Hors Lot;26950;Europe;4;8;240;523;1,84;N/A;N/A;3033490269500;4;
26952;026952;TAF4 MOU FRAM MUR;TAILLEF MOUS FRAMBO MURE 115X4;TAILLEFINE MOUSSE FROM LIT DE FRUIT;TAILLEFINE;Taf mousses;TAF;;6;FdR;;Import;1-mars-2008;1-mai-2018;Non;Rosenheim (ALL); ;F9270;FR;;;;IMPORT;TAF Mousse;NON;;;;;;CE Chapo;N/A;Oui;N/A;Nicolas;N/A;>>TAF_MOUSSE FROM_4 FDR;N/A;;;;;;>>> Promo Hors Lot;26952;Europe;4;8;240;523;1,84;N/A;N/A;3033490269524;4;
28785;028785;SUISSE 12 NAT 40%;PETIT SUISSE NAT GERV 60X12 9,5%;GERVAIS SUISSE NATURE;GERVAIS;Suisses;SUISSE;;;FdR;Fin Réno 201704;Danone France;1-juil-2008;1-déc-2099;Non;Le Molay (FR); ;F48;FR;;;;Cheese;PSN;NON;;;;;;;N/A;Non;N/A;Sophie;N/A;>>SUIS_NATURE_X12 FDR;N/A;;;;;4132;>>> Promo Hors Lot;28785;Europe;8;8;112;727;5,76;N/A;N/A;3033490067007;12;
29545;029545;DANET 6 VANILLE D;DANETTE VANILLE 125X6 D;DANETTE CREME DESSERT;DANETTE;Danette GF;DANETTE;Small Format;8;FdR;;Danone France;7-juil-2008;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;6 - LIDL 6;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_6 FDR;N/A;O;;;;;>>> Promo Hors Lot;29545;Europe;6;8;128;639;4,5;N/A;N/A;5410146407048;6;
30875;030875;DANET CHOC0 8 BE;DANETTE CHOCO 125GX8 BE;DANETTE CREME DESSERT;DANETTE;Export;EXPORT;D09;8;Export;;Danone France;16-mars-2009;1-déc-2099;Non;St Just (FR); ;0;BE;;;;Dessert;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>_Export_;N/A;;;;;;>>> Promo Hors Lot;30875;Europe;4;8;128;584;4;N/A;N/A;3033490165918;8;
30878;030878;DANET VANIL 8 BE;DANETTE VANILLE 125GX8 BE;DANETTE CREME DESSERT;DANETTE;Export;EXPORT;D09;8;Export;;Danone France;16-mars-2009;1-déc-2099;Non;St Just (FR); ;0;BE;;;;Dessert;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>_Export_;N/A;;;;;;>>> Promo Hors Lot;30878;Europe;4;8;128;584;4;N/A;N/A;5410146962479;8;
31146;031146;ACTIV4 0% KIWI IT;ACTIVIA 0% KIWI 125X4 IT;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;719;3;N/A;N/A;8001630005962;4;x
31574;031574;ACTIV4 NAT CER IT;ACTIVIA 0% NAT CREAL 125X4 IT;ACTIVIA 0% CEREALS/FIBRES;ACTIVIA;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;736;3;N/A;N/A;8001630005979;4;x
31636;031636;ACTV0%8 FRT PAN GR;ACTIVIA 0% FRUIT PAN 125X8 GR;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;3;9;216;722;3;N/A;N/A;8001630005986;8;x
32278;032278;2V 115X4 0 % NAT;LES 2 VACHES 0% NATURE 115X4;L2V YOGURT NATURAL;LES 2 VACHES;Stony Field Yoghourt;STONY FIELD;;;FdR;;Danone France;2-mars-2009;1-déc-2099;Non;Le Molay (FR); ;F73;FR;;;;Stirred yoghurt;L2V;NON;;;;;;;N/A;Non;N/A;Luc;N/A;>>L2V_NATURE_0%_X4 FDR;N/A;;;;;;>>> Promo Hors Lot;32278;Europe;4;8;224;473;1,84;N/A;N/A;3661344322783;4;
32719;032719;ACTIV 4 MANGUE UK;ACTIVIA MANGUE 125GX4 UK;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;15-juin-2009;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;UK;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>_Export_;N/A;;;;;;;Erreur;Europe;6;9;216;736;3;N/A;N/A;5060058337560;4;
32786;032786;TAF4 FROM FRAISE;TAILLEF FROM BLC FRAISE 120X4;TAILLEFINE FROMAGE;TAILLEFINE;Taf fromages;TAF;;;FdR;;Danone France;1-avr-2009;1-déc-2099;Non;Ferrières (FR); ;F9270;FR;;;;Cheese;Fro x4;NON;;;;;;;N/A;Non;N/A;Nicolas;N/A;>>TAF_FROM FRUIT_4 FDR;N/A;;;;;;>>> Promo Hors Lot;32786;Europe;4;8;256;568;1,92;N/A;N/A;3033490327866;4;
32787;032787;TAF4 FROM PECHE;TAILLEF FROM BLC PECHE 120X4;TAILLEFINE FROMAGE;TAILLEFINE;Taf fromages;TAF;;;FdR;;Danone France;1-avr-2009;1-déc-2099;Non;Ferrières (FR); ;F9270;FR;;;;Cheese;Fro x4;NON;;;;;;;N/A;Non;N/A;Nicolas;N/A;>>TAF_FROM FRUIT_4 FDR;N/A;;;;;;>>> Promo Hors Lot;32787;Europe;4;8;256;568;1,92;N/A;N/A;3033490327873;4;
32788;032788;TAF4 FROM VANILLE;TAILLEF FROM BLC VANILLE 120X4;TAILLEFINE FROMAGE;TAILLEFINE;Taf fromages;TAF;;;FdR;;Danone France;1-avr-2009;1-déc-2099;Non;Ferrières (FR); ;F9270;FR;;;;Cheese;Fro x4;NON;;;;;;;N/A;Non;N/A;Nicolas;N/A;>>TAF_FROM FRUIT_4 FDR;N/A;;;;;;>>> Promo Hors Lot;32788;Europe;4;8;256;568;1,92;N/A;N/A;3033490327880;4;
32803;032803;TFROM 0% 850 NAT;TAF FROM NAT 0% 850GX1;TAILLEFINE FROMAGE;TAILLEFINE;Taf fromages;TAF;;;FdR;;Danone France;1-avr-2009;1-déc-2099;Non;Ferrières (FR); ;P>118;FR;;;;Cheese;Fro Kilo;NON;;;;;;;N/A;Non;N/A;Nicolas;N/A;>>TAF_FROMAGE_1 FDR;N/A;;;;;;>>> Promo Hors Lot;32803;Europe;6;9;108;614;5,1;N/A;N/A;3033490328030;1;
32825;032825;DANET 4 CHOC NOIS;DANET CHOC SAV NOISETTE 125X4;DANETTE CREME DESSERT;DANETTE;Danette x4 std et spec;DANETTE;Small Format;8;FdR;;Danone France;1-avr-2009;1-déc-2099;Non;St Just (FR); ;F73;FR;BE Lesquin;;;Dessert;3 - FDR 4;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_4 FDR;N/A;;;;;;>>> Promo Hors Lot;32825;Europe;8;8;128;574;4;N/A;N/A;3033490328252;4;
32986;032986;DANONINO 4 SW;DANONINO FRAISE FRAMBOI 95X4 SW;FRUCHTZWERGE FROMAGE;FRUCHTZWERGE;Export;EXPORT;;;Export;;Danone France;18-févr-2015;1-déc-2099;Non;Ferrières (FR); ;0;SDN;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;216;560;2,28;N/A;N/A;4009700024985;4;
33004;033004;DANET4 CHONOIS OS;DANET CHO SAV NOIS 125X4 PCHOC;DANETTE CREME DESSERT;DANETTE;Danette x4 std et spec;DANETTE;Small Format;8;Lot;;Danone France;15-avr-2009;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;3 - LOT 4;OUI;Copacking d'ajustement;;;32825;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_4 LOT;N/A;;32825;;;;>>> Promo Lot;32825;Europe;8;8;128;574;4;N/A;N/A;3033490330040;4;
34681;034681;ACTIV0% 4 FRAI IE;ACTIVIA 00% FRAISE 125X4 IE;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;3-août-2009;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;IE;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>ACTIVIA_Export_;N/A;;;;;;;Erreur;Europe;6;9;216;736;3;N/A;N/A;5410146410406;4;
41779;041779;DANET 4 CHOCO SF;DANETTE CHOCOLAT 115GX4 SF;DANETTE CREME DESSERT;DANETTE;Danette x4 std et spec;DANETTE;Small Format;8;Semi Fini;;Danone France;22-juin-2009;1-déc-2099;Oui;Bailleul (FR);St Just (FR);F73;FR;;;;Dessert;3 - FDR 4;NON;;;;;;;N/A;Non;N/A;Manon;N/A;;N/A;;;;;;;Erreur;Europe;8;8;128;517;3,68;N/A;N/A;0;4;
41781;041781;DANET 4 VANIL SF;DANETTE VANILLE 115GX4 SF;DANETTE CREME DESSERT;DANETTE;Danette x4 std et spec;DANETTE;Small Format;8;Semi Fini;;Danone France;22-juin-2009;1-déc-2099;Oui;Bailleul (FR);St Just (FR);F73;FR;;;;Dessert;3 - FDR 4;NON;;;;;;;N/A;Non;N/A;Manon;N/A;;N/A;;;;;;;Erreur;Europe;8;8;128;517;3,68;N/A;N/A;0;4;
43497;043497;ACTIV40%FRAISE IT;ACTIVIA 0% FRAISE 125X4 IT;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;736;3;N/A;N/A;8001630006532;4;
43498;043498;ACTIV4 PRUNE IT;ACTIVIA 0% PRUNE 125X4 IT;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;736;3;N/A;N/A;8001630006549;4;
47029;047029;DANET 6 VANIL;PETITE DANETTE VANILLE 70X6;DANETTE GOUTER AU LAIT;DANETTE;Danette GL;DANETTE;;;FdR;;Danone France;1-mars-2010;1-déc-2099;Non;Le Molay (FR); ;F63 - OTHERS;FR;BE Lesquin;;;Dessert;DGAL;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_GAL_6 FDR;N/A;;;;;;>>> Promo Hors Lot;47029;Europe;4;9;288;561;1,68;N/A;N/A;3033490470296;6;
47542;047542;DANONINO 12 SW;DANONINO FRAI BAN ABRI 50X12 SW;FRUCHTZWERGE FROMAGE;FRUCHTZWERGE;Export;EXPORT;;;Export;;Danone France;18-févr-2015;1-déc-2099;Non;Ferrières (FR); ;0;SDN;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;128;696;4,8;N/A;N/A;4009700026910;12;
50662;050662;JOCKEY1 NAT 3%;JOCKEY FROM NATURE 3% KG;JOCKEY NATURAL;JOCKEY;Jockey 20%;JOCKEY;;;FdR;;Danone France;1-févr-2011;1-déc-2099;Non;Ferrières (FR); ;P>118;FR;;;;Cheese;Fro Kilo;NON;;;;;;;N/A;Non;N/A;Sophie;N/A;>>JOCKEY_FROMAGE_1KG FDR;N/A;;;;;48509;>>> Promo Hors Lot;50662;Europe;6;9;108;714;6;N/A;N/A;3033490506629;1;
52566;052566;ACTIV12 FR PAN UK;ACTIVIA FRUIT PANAC 125X12 UK;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;;Danone France;13-déc-2010;1-déc-2099;Oui;Ferrières (FR);Villecomtal (FR);F63 - KISS;UK;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>ACTIVIA_Export_;N/A;;;;;;;Erreur;Europe;4;9;108;724;6;N/A;N/A;5060058338130;12;
52569;052569;ACTIV12 0% PAN UK;ACTIVIA FRT PANAC 00% 125X12 UK;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;13-déc-2010;1-déc-2099;Oui;Ferrières (FR);Villecomtal (FR);F63 - KISS;UK;;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;>>ACTIVIA_Export_;N/A;;;;;;;Erreur;Europe;4;9;108;720;6;N/A;N/A;5060058338116;12;
52717;052717;ACTIV4 0% CERI IT;ACTIVIA 0% CERISE 125X4 IT;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;736;3;N/A;N/A;8001630006938;4;x
52718;052718;ACTIV40% FRFOR IT;ACTIVIA 0% FRUIT FORET 125X4 IT;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;736;3;N/A;N/A;8001630006921;4;
52719;052719;ACTIV4 0% PECH IT;ACTIVIA 0% PECHE 125X4 IT;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;736;3;N/A;N/A;8001630006914;4;
53192;053192;DAO2 POM EX F FAM;DANAO POM EX 2X1L F FAM/5158;TIERS DANAO;TIERS;Tiers CCLF;TIERS;;;Tiers;;Sous-traitants français;3-janv-2011;1-déc-2099;Non;Lsdh (FR); ;0;FR;;;;Outsourcing;LSDH;NON;;;;;;LSDH;N/A;Oui;N/A;Manon;N/A;>>DANAO__;N/A;;;;;;>>> Promo Hors Lot;53192;Europe;6;13;65;891;12,624;N/A;N/A;3182280051587;2;
53329;053329;DANET4 CH LITPOIR;DANETTE S/LIT CHOC POIRE 125X4;DANETTE DOUBLE SAVEUR;DANETTE;Danette DS;DANETTE;Bilayer;8;FdR;;Danone France;1-mars-2011;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;4 - DDS;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_SUR LIT_4 FDR;N/A;;;;;;>>> Promo Hors Lot;53329;Europe;8;8;128;574;4;N/A;N/A;3033490533298;4;
54432;054432;DAN4 LIT CH PO PC;DANETTE LIT CHO POI 125X4 CHOC;DANETTE DOUBLE SAVEUR;DANETTE;Danette DS;DANETTE;Bilayer;8;Lot;;Danone France;1-avr-2011;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;5 - DDS LOT;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_SUR LIT_4 LOT;N/A;;53329;;;;>>> Promo Lot;53329;Europe;8;8;128;574;4;N/A;N/A;3033490544324;4;
54518;054518;ACTIV8 0% NATURE;ACTIVIA 0% NATURE 125X8;ACTIVIA 0%;ACTIVIA;Activia 0%;ACTIVIA;;;FdR;;Danone France;1-avr-2011;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;1 ACTIVIA NAT GF;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_0%_8 FDR;N/A;;;;;;>>> Promo Hors Lot;54518;Europe;3;9;216;731;3;N/A;N/A;3033490545185;8;
59456;059456;TUD 12 0% NAT;TAILLEFINE ULTRA DOUX 125GX12;TAILLEFINE YOG NATURE;TAILLEFINE;Taf blancs;TAF;;;FdR;;Danone France;1-juin-2011;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;BE;;;Set yoghurt;8 TAILL NAT;NON;;;;;;;N/A;Non;N/A;Nicolas;N/A;>>TAF_NATURE_12 FDR;N/A;;;;;;>>> Promo Hors Lot;59456;Europe;4;9;108;724;6;N/A;N/A;3033490594565;12;
59540;059540;DANET MOUS 8 CHO;DANET MOU LIEG CHOCO 80GX8;DANETTE CREME LIEGEOISE;DANETTE;Danette CL;DANETTE;;6;FdR;;Import;1-juin-2011;1-déc-2099;Non;Ochsenfurt (ALL); ;F93;FR;;;;IMPORT;Danette Mousse;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_MOUSSE_8 FDR;N/A;;;;;436;>>> Promo Hors Lot;59540;Europe;4;6;102;341;2,56;N/A;N/A;3033490595401;8;
61398;061398;JOCKEY 4 STRACCIA;JOCKEY STRACCIATELLA 120X4;JOCKEY FRUITS;JOCKEY;Jockey;JOCKEY;;;FdR;;Danone France;1-oct-2011;1-déc-2099;Non;Ferrières (FR); ;F9270;FR;;;;Cheese;Fro x4;NON;;;;;;;N/A;Non;N/A;Sophie;N/A;>>JOCKEY_FROMAGE_4 FDR;N/A;;;;;;>>> Promo Hors Lot;61398;Europe;4;8;256;568;1,92;N/A;N/A;3033490613983;4;
61499;061499;DANET 6 CARAMEL;DANETTE CARAMEL 125GX6;DANETTE CREME DESSERT;DANETTE;Danette GF;DANETTE;Small Format;8;FdR;;Danone France;1-sept-2011;1-déc-2099;Non;St Just (FR); ;F73;FR;;;;Dessert;6 - LIDL 6;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_C. DESSERT_6 FDR;N/A;;;;;;>>> Promo Hors Lot;61499;Europe;6;8;128;639;4,5;N/A;N/A;3033490614997;6;
61545;061545;JOCKEY 4 FRAISE;JOCKEY AUX FRAISES 120X4;JOCKEY FRUITS;JOCKEY;Jockey;JOCKEY;;;FdR;;Danone France;1-oct-2011;1-avr-2018;Non;Ferrières (FR); ;F9270;FR;;;;Cheese;Fro x4;NON;;;;;;;N/A;Non;N/A;Sophie;N/A;>>JOCKEY_FROMAGE_4 FDR;N/A;;;;;;>>> Promo Hors Lot;61545;Europe;4;8;256;568;1,92;N/A;N/A;3033490615451;4;
61546;061546;JOCKEY 4 PECHE;JOCKEY AUX PECHES 120X4;JOCKEY FRUITS;JOCKEY;Jockey;JOCKEY;;;FdR;;Danone France;1-oct-2011;1-avr-2018;Non;Ferrières (FR); ;F9270;FR;;;;Cheese;Fro x4;NON;;;;;;;N/A;Non;N/A;Sophie;N/A;>>JOCKEY_FROMAGE_4 FDR;N/A;;;;;;>>> Promo Hors Lot;61546;Europe;4;8;256;568;1,92;N/A;N/A;3033490615468;4;
61888;061888;ACTIV12 MIX PANAC;ACTIVIA FRT MIXES PANA 125X12;ACTIVIA FRTS MIXES;ACTIVIA;Activia Fruits mixés;ACTIVIA;;;FdR;;Danone France;2-nov-2011;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;ACTIVIA GF;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_FRTS_MIXES 12 FDR;N/A;;;;;;>>> Promo Hors Lot;61888;Europe;4;9;108;715;6;N/A;N/A;3033490618889;12;
67683;067683;DAN4 VAN DEG;DANETTE VANILLE 125X4 DEG;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;FdR;;Danone France;30-oct-2011;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Dessert;ACTIVIA D;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;;N/A;;;;;;>>> Promo Hors Lot;67683;Europe;8;8;128;574;4;N/A;N/A;3033490676834;4;
67685;067685;DAN4 VAN/CAR DEG;ACTIVIA MIXES MULTIFRUIT 125X4 DEG;ACTIVIA YOGHURT FRUITS;ACTIVIA;Activia fruits;ACTIVIA;;;FdR;;Danone France;30-oct-2011;1-déc-2099;Non;St Just (FR); ;F63 - KISS;FR;;;;Dessert;ACTIVIA D;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;;N/A;;;;;;>>> Promo Hors Lot;67685;Europe;6;9;216;731;3;N/A;N/A;3033490676858;4;
67745;067745;ACTIV4 CAFE IT;ACTIVIA 0% CAFE 125X4 IT;ACTIVIA 0%;ACTIVIA;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;St Just (FR); ;F63 - KISS;IT;;;;Stirred yoghurt;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;6;9;216;736;3;N/A;N/A;8001630007263;4;x
69004;069004;DANET MOUS 8 CAFE;DANETTE MOU LIEG 8X80 CAFE;DANETTE CREME LIEGEOISE;DANETTE;Danette CL;DANETTE;;6;FdR;;Import;2-avr-2012;1-déc-2099;Non;Ochsenfurt (ALL); ;F93;FR;;;;IMPORT;Danette Mousse;NON;;;;;;;N/A;Non;N/A;Manon;N/A;>>DANET_MOUSSE_8 FDR;N/A;;;;;50321;>>> Promo Hors Lot;69004;Europe;4;6;102;341;2,56;N/A;N/A;3033490690045;8;
69066;069066;DANACOL 4 NATURE;DANACOL NATURE 125GX4;DANACOL NATURE;DANACOL;Danacol;DANACOL;;;FdR;;Danone France;1-mars-2012;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;10 DANACOL;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>DANACOL_NATURE_4 FDR;N/A;;;;;;>>> Promo Hors Lot;69066;Europe;6;9;216;736;3;N/A;N/A;3033490690663;4;
69068;069068;DANACOL 4 JAUNES;DANACOL FRUITS JAUNES 125GX4;DANACOL FRUITS;DANACOL;Danacol;DANACOL;;;FdR;;Danone France;1-mars-2012;1-déc-2099;Non;Ferrières (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Yaf - Danacol;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>DANACOL_FRUITS_4 FDR;N/A;;;;;;>>> Promo Hors Lot;69068;Europe;6;9;216;736;3;N/A;N/A;3033490690687;4;
69189;069189;GVITA 8 NATURE;GERVITA NATURE 100G X 8;GERVITA NATURE;GERVITA;Gervita blanc;GERVITA;;;FdR;;Danone France;2-avr-2012;1-déc-2099;Non;Ferrières (FR); ;F7480;FR;BE Lesquin;;;Cheese;Gervita;NON;;;;;;;N/A;Non;N/A;Nicolas;N/A;>>GERVITA_NATURE_8 FDR;N/A;;;;;4155;>>> Promo Hors Lot;69189;Europe;4;8;128;488;3,2;N/A;N/A;3033490691899;8;
69190;069190;FJORD 8 NAT;FJORD NATURE 125GX8;FJORD NATURE;FJORD;Fjord blanc;FJORD;;;FdR;;Danone France;2-avr-2012;1-déc-2099;Non;Le Molay (FR); ;F73;FR;BE Lesquin;;;Stirred yoghurt;FJORD;NON;;;;;;;N/A;Non;N/A;Nicolas;N/A;>>FJORD_NATURE_8 FDR;N/A;;;;;2625;>>> Promo Hors Lot;69190;Europe;4;8;128;589;4;N/A;N/A;3033490691905;8;
69983;069983;ACTIV 8 BRAS NAT;ACTIVIA BRASSE NATURE 125X8;ACTIVIA YOGHURT NATURE;ACTIVIA;Activia bl brassé;ACTIVIA;;;FdR;;Danone France;2-mai-2012;1-déc-2099;Non;St Just (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;5 ACTIVIA;NON;;;;;;;N/A;Non;N/A;Jérôme;N/A;>>ACTIVIA_BRASSE_8 FDR;N/A;;;;;;>>> Promo Hors Lot;69983;Europe;3;9;216;738;3;N/A;N/A;3033490699833;8;
